Unnamed: 0,text,code,task_id,test_list,Unnamed: 5
53, this function to sort the given array by using counting sort.,"
function countingSort(myList) {
    let maxValue = 0;
    for (let i = 0; i < myList.length; i++) {
        if (myList[i] > maxValue) {
            maxValue = myList[i];
        }
    }
    let buckets = new Array(maxValue + 1).fill(0);
    for (let i of myList) {
        buckets[i]++;
    }
    let i = 0;
    for (let j = 0; j <= maxValue; j++) {
        for (let a = 0; a < buckets[j]; a++) {
            myList[i] = j;
            i++;
        }
    }
    return myList;
}",54,"[console.assert(JSON.stringify(countingSort([1,23,4,5,6,7,8]))) === JSON.stringify([1, 4, 5, 6, 7, 8, 23]), console.assert(JSON.stringify(countingSort([12, 9, 28, 33, 69, 45]))) === JSON.stringify([9, 12, 28, 33, 45, 69]), console.assert(JSON.stringify(countingSort([8, 4, 14, 3, 2, 1]))) === JSON.stringify([1, 2, 3, 4, 8, 14])]",
54, this function to find t-nth term of geometric series.,"
function tn_gp(a, n, r) {
  const tn = a * Math.pow(r, n - 1);
  return tn;
}
",55,"
[console.assert(tn_gp(1, 5, 2) === 16), console.assert(tn_gp(1, 5, 4) === 256), console.assert(tn_gp(2, 6, 3) === 486)]
",
55, this   function to check if a given number is one less than twice its reverse.,"function check(n) {
    let rev_num = 0;
    let num = n; 
    while (num > 0) {
        rev_num = rev_num * 10 + num % 10;
        num = Math.floor(num / 10);
    }
    return (2 * rev_num === n + 1);
}",56,"[console.assert(check(70) === false), console.assert(check(23) === false), console.assert(check(73) === true)]",
56, this   function to find the largest number that can be formed with the given digits.,"function findMaxNum(arr, n) {
    arr.sort((a, b) => b - a);  
    let num = arr[0];  
    for (let i = 1; i < n; i++) {  
        num = num * 10 + arr[i];  
    }
    return num;
}",57,"[console.assert(findMaxNum([1, 2, 3], 3) === 321),
console.assert(findMaxNum([4, 5, 6, 1], 4) === 6541),
console.assert(findMaxNum([1, 2, 3, 9], 4) === 9321)]",
57, this   function to check whether the given two integers have opposite sign or not.,"
function opposite_Signs(x, y) { 
    return (x ^ y) < 0; 
}
",58,"[
    console.assert(opposite_Signs(1, -2) === true),
    console.assert(opposite_Signs(3, 2) === false),
    console.assert(opposite_Signs(-10, -10) === false)
]",
59, this function to find the maximum length of the subsequence with difference between adjacent elements for the given array.,"
function max_len_sub(arr, n) {
    let mls = [];
    let max = 0;
    for (let i = 0; i < n; i++) {
        mls.push(1);
    }
    for (let i = 0; i < n; i++) {
        for (let j = 0; j < i; j++) {
            if (Math.abs(arr[i] - arr[j]) <= 1 && mls[i] < mls[j] + 1) {
                mls[i] = mls[j] + 1;
            }
        }
    }
    for (let i = 0; i < n; i++) {
        if (max < mls[i]) {
            max = mls[i];
        }
    }
    return max;
}
",60,"
[console.assert(max_len_sub([2, 5, 6, 3, 7, 6, 5, 8], 8) === 5), console.assert(max_len_sub([-2, -1, 5, -1, 4, 0, 3], 7) === 4), console.assert(max_len_sub([9, 11, 13, 15, 18], 5) === 1)]
",
60, this   function to count number of substrings with the sum of digits equal to their length.,"function countSubstrings(s, n) {
    s = s.toString();

    let count = 0, sum = 0;
    const mp = new Map();
    mp.set(0, 1);

    for (let i = 0; i < n; i++) {
        sum += parseInt(s.charAt(i));
        count += (mp.get(sum - (i + 1)) || 0);
        mp.set(sum - (i + 1), (mp.get(sum - (i + 1)) || 0) + 1);
    }

    return count;
}",61,"[console.assert(countSubstrings(112112, 6) === 6),
console.assert(countSubstrings(111, 3) === 6),
console.assert(countSubstrings(1101112, 7) === 12)]",
61, this   function to find smallest number in a list.,"
function smallestNum(xs) {
  return Math.min(...xs);
}
",62,"
[console.assert(smallestNum([10, 20, 1, 45, 99]) === 1), console.assert(smallestNum([1, 2, 3]) === 1), console.assert(smallestNum([45, 46, 50, 60]) === 45)]
",
62, this function to find the maximum difference between available pairs in the given tuple list.,"function max_difference(test_list) {
    let temp = test_list.map(([a, b]) => Math.abs(b - a));  
    let res = Math.max(...temp); 
    return res;
}",63,"[console.assert(max_difference([[3, 5], [1, 7], [10, 3], [1, 2]]) === 7),
console.assert(max_difference([[4, 6], [2, 17], [9, 13], [11, 12]]) === 15),
console.assert(max_difference([[12, 35], [21, 27], [13, 23], [41, 22]]) === 23)]",
63, this function to sort a list of tuples using lambda.,"
function subjectMarks(subjectmarks) {
    subjectmarks.sort((a, b) => a[1] - b[1]);
    return subjectmarks;
}
",64,"[
  console.assert(JSON.stringify(subjectMarks([[""English"", 88], [""Science"", 90], [""Maths"", 97], [""Social sciences"", 82]])) === JSON.stringify([[""Social sciences"", 82], [""English"", 88], [""Science"", 90], [""Maths"", 97]])),
  console.assert(JSON.stringify(subjectMarks([[""Telugu"", 49], [""Hindhi"", 54], [""Social"", 33]])) === JSON.stringify([[""Social"", 33], [""Telugu"", 49], [""Hindhi"", 54]])),
  console.assert(JSON.stringify(subjectMarks([[""Physics"", 96], [""Chemistry"", 97], [""Biology"", 45]])) === JSON.stringify([[""Biology"", 45], [""Physics"", 96], [""Chemistry"", 97]]))
]",
64, this function of recursion list sum.,"
function recursiveListSum(dataList) {
    let total = 0;
    for (let element of dataList) {
        if (Array.isArray(element)) {
            total += recursiveListSum(element);
        } else {
            total += element;
        }
    }
    return total;
}
",65,"
[console.assert(recursiveListSum([1, 2, [3, 4], [5, 6]]) === 21), console.assert(recursiveListSum([7, 10, [15, 14], [19, 41]]) === 106), console.assert(recursiveListSum([10, 20, [30, 40], [50, 60]]) === 210)]
",
65, this   function to count positive numbers in a list.,"
function posCount(list) {
  let posCount = 0;
  for (let num of list) {
    if (num >= 0) {
      posCount++;
    }
  }
  return posCount;
}
",66,"
[console.assert(posCount([1,-2,3,-4]) === 2), console.assert(posCount([3,4,5,-1]) === 3), console.assert(posCount([1,2,3,4]) === 4)]
",
66, this function to find the number of ways to partition a set of bell numbers.,"function bellNumber(n) {
    const bell = Array.from({ length: n + 1 }, () => Array(n + 1).fill(0));
    bell[0][0] = 1;  
    
    for (let i = 1; i <= n; i++) {
        bell[i][0] = bell[i - 1][i - 1];
        
        for (let j = 1; j <= i; j++) {
            bell[i][j] = bell[i - 1][j - 1] + bell[i][j - 1];
        }
    }
    
    return bell[n][0];
}",67,"[console.assert(bellNumber(2) === 2),
console.assert(bellNumber(10) === 115975),
console.assert(bellNumber(20) === 51724158235372)]",
67, this   function to check whether the given array is monotonic or not.,"
function isMonotonic(A) {
    return (A.every((val, i) => i === 0 || A[i - 1] <= val) || 
            A.every((val, i) => i === 0 || A[i - 1] >= val));
}
",68,"[
  console.assert(isMonotonic([6, 5, 4, 4]) === true),
  console.assert(isMonotonic([1, 2, 2, 3]) === true),
  console.assert(isMonotonic([1, 3, 2]) === false)
]",
68, this function to check whether a list contains the given sublist or not.,"
function isSublist(l, s) {
    let subSet = false;
    if (s.length === 0) {
        subSet = true;
    } else if (s.length === l.length) {
        subSet = true;
    } else if (s.length > l.length) {
        subSet = false;
    } else {
        for (let i = 0; i < l.length; i++) {
            if (l[i] === s[0]) {
                let n = 1;
                while (n < s.length && l[i + n] === s[n]) {
                    n++;
                }
                if (n === s.length) {
                    subSet = true;
                }
            }
        }
    }
    return subSet;
}
",69,"
[console.assert(isSublist([2,4,3,5,7],[3,7]) === false), console.assert(isSublist([2,4,3,5,7],[4,3]) === true), console.assert(isSublist([2,4,3,5,7],[1,6]) === false)]
",
69, this function to find whether all the given tuples have equal length or not.,"function getEqual(input, k) {
    for (let tuple of input) {
        if (tuple.length !== k) {
            return ""All tuples do not have same length"";
        }
    }
    return ""All tuples have same length"";
}",70,"[console.assert(getEqual([[11, 22, 33], [44, 55, 66]], 3) === ""All tuples have same length""),
console.assert(getEqual([[1, 2, 3], [4, 5, 6, 7]], 3) === ""All tuples do not have same length""),
console.assert(getEqual([[1, 2], [3, 4]], 2) === ""All tuples have same length"")]",
71, this   function to check whether the given number can be represented as difference of two squares or not.,"
function dif_Square(n) { 
    if (n % 4 != 2) { 
        return true; 
    } 
    return false; 
}
",72,"
[console.assert(dif_Square(5) === true), console.assert(dif_Square(10) === false), console.assert(dif_Square(15) === true)]
",
73, this function to check whether it follows the sequence given in the patterns array.,"
function isSamePatterns(colors, patterns) {
    if (colors.length !== patterns.length) {
        return false;
    }
    let sdict = {};
    let pset = new Set();
    let sset = new Set();
    
    for (let i = 0; i < patterns.length; i++) {
        pset.add(patterns[i]);
        sset.add(colors[i]);
        if (!(patterns[i] in sdict)) {
            sdict[patterns[i]] = [];
        }

        let keys = sdict[patterns[i]];
        keys.push(colors[i]);
        sdict[patterns[i]] = keys;
    }

    if (pset.size !== sset.size) {
        return false;
    }

    for (let values of Object.values(sdict)) {
        for (let j = 0; j < values.length - 1; j++) {
            if (values[j] !== values[j + 1]) {
                return false;
            }
        }
    }

    return true;
}
",74,"[
  console.assert(isSamePatterns([""red"", ""green"", ""green""], [""a"", ""b"", ""b""]) === true),
  console.assert(isSamePatterns([""red"", ""green"", ""greenn""], [""a"", ""b"", ""b""]) === false),
  console.assert(isSamePatterns([""red"", ""green"", ""greenn""], [""a"", ""b""]) === false)
]",
74, this function to find tuples which have all elements divisible by k from the given list of tuples.,"function findTuples(testList, K) {
    const res = testList.filter(sub => sub.every(ele => ele % K === 0));
    return res;
}",75,"[console.assert(JSON.stringify(findTuples([[6, 24, 12], [7, 9, 6], [12, 18, 21]], 6)) === JSON.stringify([[6, 24, 12]])),
console.assert(JSON.stringify(findTuples([[5, 25, 30], [4, 2, 3], [7, 8, 9]], 5)) === JSON.stringify([[5, 25, 30]])),
console.assert(JSON.stringify(findTuples([[7, 9, 16], [8, 16, 4], [19, 17, 18]], 4)) === JSON.stringify([[8, 16, 4]]))]",
75, this   function to count the number of squares in a rectangle.,"
function count_Squares(m, n) {
    if (n < m) {
        let temp = m;
        m = n;
        n = temp;
    }
    return (m * (m + 1) * (2 * m + 1) / 6 + (n - m) * m * (m + 1) / 2);
}
",76,"
[console.assert(count_Squares(4,3) === 20), console.assert(count_Squares(2,2) === 5), console.assert(count_Squares(1,1) === 1)]
",
76, this   function to find the difference between sum of even and odd digits.,"
function is_Diff(n) {
    return (n % 11 === 0);
}
",77,"
[console.assert(is_Diff(12345) === false), console.assert(is_Diff(1212112) === true), console.assert(is_Diff(1212) === false)]
",
77, this   function to find number of integers with odd number of set bits.,"
function count_With_Odd_SetBits(n) { 
    if (n % 2 !== 0) { 
        return (n + 1) / 2; 
    }
    let count = n.toString(2).split(0).join().length; 
    let ans = n / 2; 
    if (count % 2 !== 0) { 
        ans += 1; 
    }
    return ans; 
}
",78,"
[console.assert(count_With_Odd_SetBits(5) == 3), console.assert(count_With_Odd_SetBits(10) == 5), console.assert(count_With_Odd_SetBits(15) == 8)]
",
78, this   function to check whether the length of the word is odd or not.,"
function word_len(s) {
    s = s.split( );
    for (let word of s) {
        if (word.length % 2 !== 0) {
            return true;
        } else {
            return false;
        }
    }
}
",79,"[
    console.assert(word_len(""Hadoop"") === false),
    console.assert(word_len(""great"") === true),
    console.assert(word_len(""structure"") === true)
]",
79, this function to find the nth tetrahedral number.,"
function tetrahedralNumber(n) {
    return (n * (n + 1) * (n + 2)) / 6;
}
",80,"[
    console.assert(tetrahedralNumber(5) === 35.0),
    console.assert(tetrahedralNumber(6) === 56.0),
    console.assert(tetrahedralNumber(7) === 84.0)
]",
82, this   function to find the character made by adding all the characters of the given string.,"function get_Char(strr) {  
    const a = 'a';
    const z = 'z';
    let summ = 0;  

    for (let i = 0; i < strr.length; i++) {  
        summ += (strr.charCodeAt(i) - a.charCodeAt(0) + 1);  
    }  

    if (summ % 26 === 0) {  
        return z;  
    } else {  
        summ = summ % 26;  
        return String.fromCharCode(a.charCodeAt(0) + summ - 1);  
    }  
}",83,"[console.assert(get_Char(""abc"") === ""f"", ""Test Case 1 Failed""),
console.assert(get_Char(""gfg"") === ""t"", ""Test Case 2 Failed""),
console.assert(get_Char(""ab"") === ""c"", ""Test Case 3 Failed"")]",
83, this function to find the n-th number in newman conway sequence.,"
function sequence(n) {
    if (n === 1 || n === 2) {
        return 1;
    } else {
        return sequence(sequence(n - 1)) + sequence(n - sequence(n - 1));
    }
}
",84,"
[console.assert(sequence(10) === 6), console.assert(sequence(2) === 1), console.assert(sequence(3) === 2)]
",
84, this function to find the surface area of a sphere.,"
function surfacearea_sphere(r) {
  var surfacearea = 4 * Math.PI * r * r;
  return surfacearea;
}
",85,"
[console.assert(surfacearea_sphere(10) === 1256.6370614359173), console.assert(surfacearea_sphere(15) === 2827.4333882308138), console.assert(surfacearea_sphere(20) === 5026.548245743669)]
",
85, this function to find nth centered hexagonal number.,"
function centeredHexagonalNumber(n) {
  return 3 * n * (n - 1) + 1;
}
",86,"[
  console.assert(centeredHexagonalNumber(10) === 271),
  console.assert(centeredHexagonalNumber(2) === 7),
  console.assert(centeredHexagonalNumber(9) === 217)
]",
86, this function to merge three dictionaries into a single expression.,"function mergeDictionariesThree(dict1, dict2, dict3) {
    return { ...dict1, ...dict2, ...dict3 }; 
}",87,"[console.assert(
    JSON.stringify(mergeDictionariesThree(
        { ""R"": ""Red"", ""B"": ""Black"", ""P"": ""Pink"" }, 
        { ""G"": ""Green"", ""W"": ""White"" }, 
        { ""O"": ""Orange"", ""W"": ""White"", ""B"": ""Black"" }
    )) === JSON.stringify({ R: ""Red"", B: ""Black"", P: ""Pink"", G: ""Green"", W: ""White"", O: ""Orange"" }),
    ""Test Case 1 Failed""
),
console.assert(
    JSON.stringify(mergeDictionariesThree(
        { ""R"": ""Red"", ""B"": ""Black"", ""P"": ""Pink"" }, 
        { ""G"": ""Green"", ""W"": ""White"" }, 
        { ""L"": ""lavender"", ""B"": ""Blue"" }
    )) === JSON.stringify({ R: ""Red"", B: ""Blue"", P: ""Pink"", G: ""Green"", W: ""White"", L: ""lavender"" }),
    ""Test Case 2 Failed""
),
console.assert(
    JSON.stringify(mergeDictionariesThree(
        { ""R"": ""Red"", ""B"": ""Black"", ""P"": ""Pink"" }, 
        { ""L"": ""lavender"", ""B"": ""Blue"" }, 
        { ""G"": ""Green"", ""W"": ""White"" }
    )) === JSON.stringify({ R: ""Red"", B: ""Blue"", P: ""Pink"", L: ""lavender"", G: ""Green"", W: ""White"" }),
    ""Test Case 3 Failed""
)]",
